periode_data,wilayah,kecamatan,kelurahan,nama_tps,jenis_tps,alamat
2023,"Jakarta Selatan","Kebayoran Baru",Selong,"TPS Mabes Polri","Tipe 3","Jl  Pattimura No 38   Jl Senjaya 1  Kel  Selong"
2023,"Jakarta Selatan","Mampang Prapatan",Bangka,"TPS Codefin","Tipe 3","Jl  Kemang Raya RW  01 Kel  Bangka"
2023,"Jakarta Selatan",Pesanggrahan,Bintaro,"TPS RT  001 RW  012 Bintaro","Tipe 3","Jl  Madrasah"
2023,"Jakarta Timur",Cakung,Pulogebang,"TPS Walikota","Tipe 3",Walikota
2023,"Jakarta Timur",Cakung,Penggilingan,"TPS Kantor Pengadilan Militer","Tipe 3","Jl  Soemarno"
2023,"Jakarta Timur",Cipayung,Cilangkap,"TPS Mabes AL","Tipe 3","Komplek Mabes AL"
2023,"Jakarta Timur",Cipayung,"Lubang Buaya","TPS Santo Markus","Tipe 3","Jl  Santo Markus RW  12"
2023,"Jakarta Timur",Ciracas,Susukan,"TPS Pom Bensin","Tipe 3","Jl  Supriyadi RW  03"
2023,"Jakarta Timur",Ciracas,Rambutan,"TPS DITKUM TNI AD","Tipe 3","Jl  TB  Simatupang"
2023,"Jakarta Timur",Jatinegara,"Cipinang Besar Utara","TPS Gg  Remaja l","Tipe 3","RW  03"
2023,"Jakarta Timur",Jatinegara,"Cipinang Besar Utara","TPS Gg  Remaja lV","Tipe 3","RW  03"
2023,"Jakarta Timur",Jatinegara,"Cipinang Besar Utara","TPS Gg  Remaja VII","Tipe 3","RW  03"
2023,"Jakarta Timur",Jatinegara,"Cipinang Besar Utara","TPS LPS Perumpung Gg  Mayong","Tipe 3","Jl  DI Panjaitan Gg  Mayong RW  07"
2023,"Jakarta Timur",Makasar,"Cipinang Melayu","TPS RW  06 Kodam","Tipe 3","Jl  Seulawah Raya"
2023,"Jakarta Timur",Makasar,"Kebon Pala","TPS RW  08  Hotel TIRTA","Tipe 3","Jl  Raya Halim PK"
2023,"Jakarta Timur",Makasar,"Pinang Ranti","TPS Karimata","Tipe 3","Jl  Raya Taman Mini 1"
2023,"Jakarta Utara",Penjaringan,Pluit,"TPS Greenbay","Tipe 3","Greenbay  Pluit"
2023,"Jakarta Barat",Cengkareng,"Cengkareng Barat","TPS RW  10","Tipe 4","Flamboyan Raya"
2023,"Jakarta Barat",Cengkareng,"Cengkareng Barat","TPS RW  11","Tipe 4","Komplek KFT"
2023,"Jakarta Barat",Cengkareng,"Cengkareng Timur","TPS RW  03","Tipe 4","Jl  Nusa Indah Timur"
2023,"Jakarta Barat",Cengkareng,"Cengkareng Timur","TPS RW  10","Tipe 4","Jl  Gunung Galunggung"
2023,"Jakarta Utara",Pademangan,"Pademangan Barat","TPS Pasar Inpres RW  10 Kel  Pademangan Barat","Tipe 4","Jl  Pademangan 5 No  46 RW  10 Kel  Pademangan Barat"
2023,"Jakarta Utara",Pademangan,"Pademangan Barat","TPS Samsat Kel  Pademangan Barat","Tipe 4","Jl  Gunung Sahari Raya No  18 A RW  06 Kel  Pademangan Barat"
2023,"Jakarta Utara",Pademangan,"Pademangan Barat","TPS Ruko Inkopal Kel  Pademangan Barat","Tipe 4","Jl  Gunung Sahari Raya No  3 RW  13  Inkopal Kel  Pademangan Barat"
2023,"Jakarta Utara",Pademangan,"Pademangan Barat","TPS Pasar Nalo RW  12 Kel  Pademangan Barat","Tipe 4","Jl  Laksana RE Martadinata No  4 RW  12 Kel  Pademangan Barat"
2023,"Jakarta Utara",Pademangan,"Pademangan Barat","TPS RW  02 Kel  Pademangan Barat","Tipe 4","Jl  Hidup Baru No  44 247 Kel  Pademangan Barat"
2023,"Jakarta Utara",Pademangan,"Pademangan Barat","TPS RW  13 Terowongan Kel  Pademangan Barat","Tipe 4","Jl  Budi Mulia Utara RW  13 Kel  Pademangan Barat"
2023,"Jakarta Utara",Pademangan,"Pademangan Barat","TPS RW  03 Kel  Pademangan Barat","Tipe 4","Jl  Hidup Baru No  132 RW  03 Kel  Pademangan Barat"
2023,"Jakarta Utara",Pademangan,"Pademangan Barat","TPS RW  11 Kel  Pademangan Barat","Tipe 4","Jl  Ampera 7 No  6 RW  11 Kel  Pademangan Barat"
2023,"Jakarta Utara",Pademangan,"Pademangan Barat","TPS Lintas Jl  Martadinata Kel  Pademangan Barat","Tipe 4","Lintas Jl  Martadinata Kel  Pademangan Barat"
2023,"Jakarta Utara",Pademangan,"Pademangan Barat","TPS Ruko Permata RW  016","Tipe 4","Komplek Ruko Permata Ancol Kel  Pademangan Barat"
2023,"Jakarta Utara",Pademangan,"Pademangan Barat","TPS Gunung Sahari  Kel  Pademangan Barat","Tipe 4","Jl  Ampera Besar No  4 Kel  Pademangan Barat"
2023,"Jakarta Utara",Pademangan,"Pademangan Timur","TPS Pasar Elang RW  02 Kel  Pademangan Timur","Tipe 4","Jl  Pademangan Gg  XXV RW  02 Kel  Pademangan Timur"
2023,"Jakarta Utara",Pademangan,"Pademangan Timur","TPS Pasar Jongkok Kel  Pademangan Timur","Tipe 4","Jl  Pademangan 5 Kel  Pademangan Timur"
2023,"Jakarta Utara",Pademangan,Ancol,"TPS Lintas Jl  Ancol Barat RT  01  01 Kel  Ancol","Tipe 4","Jakarta Inner Ring Road Kel Ancol"
2023,"Jakarta Utara",Pademangan,Ancol,"TPS Bak Kembar Kel  Ancol","Tipe 4","Jl  Lodan Raya No 6 7 RW  002 Kel  Ancol"
2023,"Jakarta Utara",Pademangan,Ancol,"TPS RW  04 Kel  Ancol","Tipe 4","Jl  Transmigrasi No  30 Kel  Ancol"
2023,"Jakarta Utara",Pademangan,Ancol,"TPS RW  01 Kel  Ancol","Tipe 4","Jl  Lodan Raya No 8 Kel  Ancol"
2023,"Jakarta Utara",Pademangan,Ancol,"TPS RW  02 Kel  Ancol","Tipe 4","Jl  Lodan Raya No  44 RW  02 Kel  Ancol"
2023,"Jakarta Utara",Pademangan,Ancol,"TPS RW  01 Kel  Ancol","Tipe 4","Jl  Ancol Barat III No 2 Kel  Ancol"
2023,"Jakarta Utara",Pademangan,Ancol,"TPS RW  08 Kel  Ancol","Tipe 4","Jl  Ancol IV No 28 29 Kel  Ancol"
2023,"Jakarta Utara",Pademangan,Ancol,"TPS RW  02 Rt 03  Kel  Ancol","Tipe 4","Jl  Parang Teritis  Kel  Ancol"
2023,"Jakarta Utara",Penjaringan,Penjaringan,"TPS Rusun Waduk Pluit RW  17","Tipe 4","Jl  Muara Baru  Penjaringan"
2023,"Jakarta Utara",Penjaringan,Pejagalan,"TPS RW  01","Tipe 4","Jl  Gambang 1"
2023,"Jakarta Utara",Penjaringan,Pejagalan,"TPS RW  02","Tipe 4","Jl  Arwana 2"
2023,"Jakarta Utara",Penjaringan,Pejagalan,"TPS RW  14","Tipe 4","Kebon Pala"
2023,"Jakarta Utara",Penjaringan,Pejagalan,"TPS RW  018","Tipe 4","Jl  Pluit Mas RW  018"
2023,"Jakarta Utara",Penjaringan,Pluit,"TPS RW  02","Tipe 4","Jl  Pluit Karang Barat RW  02"
2023,"Jakarta Utara",Penjaringan,Pluit,"TPS RW  03","Tipe 4","Jl  Pluit Karang Utara"
2023,"Jakarta Utara",Penjaringan,Pluit,"TPS RW  04","Tipe 4","Jl  Pluit Permai"
2023,"Jakarta Utara",Penjaringan,Pluit,"TPS RW  05","Tipe 4","Jl  Pluit Samudra"
2023,"Jakarta Utara",Penjaringan,Pluit,"TPS RW  06","Tipe 4","Jl  Pluit Kencana RW  06"
2023,"Jakarta Utara",Penjaringan,Pluit,"TPS RW  07","Tipe 4","Jl  Pluit Sakti"
2023,"Jakarta Utara",Penjaringan,Pluit,"TPS RW  08","Tipe 4","Jl  Pluit Karang Permai RW  08"
2023,"Jakarta Utara",Penjaringan,Pluit,"TPS RW  09","Tipe 4","Jl  Pluit Timur Raya"
2023,"Jakarta Utara",Penjaringan,Pluit,"TPS Pasar  Pluit RW  06","Tipe 4","Jl  Pluit Kencana  Ps  Pluit  RW  06"
2023,"Jakarta Utara",Penjaringan,Pluit,"TPS RW  14","Tipe 4","Jl  Pluit Karang Timur"
2023,"Jakarta Utara",Penjaringan,Pluit,"TPS Komp  Perum Nelayan RW  011","Tipe 4","Komplek Perumahan Nelayan RW  01  011  21"
2023,"Jakarta Utara",Penjaringan,Pluit,"TPS RW  015","Tipe 4","Jl  Pluit Karang Permai RW  015"
2023,"Jakarta Utara",Penjaringan,Pluit,"TPS RW  017","Tipe 4",null
2023,"Jakarta Utara",Penjaringan,Pluit,"TPS RW  018","Tipe 4",null
2023,"Jakarta Utara",Penjaringan,Pluit,"TPS Rusun Budha Suchi RW  20 Pluit","Tipe 4","Jl  Dermaga Kali Adem Muara Angke"
2023,"Jakarta Utara",Penjaringan,"Kapuk Muara","TPS RW  03","Tipe 4","Jl  Kapuk Kencana"
2023,"Jakarta Utara",Penjaringan,"Kapuk Muara","TPS RW  04","Tipe 4","Jl  Kapuk Muara Raya RW  04"
2023,"Jakarta Utara",Penjaringan,"Kapuk Muara","TPS RW  05","Tipe 4","Jl  Villa Kapuk Mas RW  05"
2023,"Jakarta Utara",Penjaringan,"Kapuk Muara","TPS RW  08","Tipe 4","Jl  Camar RW  08"
2023,"Jakarta Utara",Penjaringan,"Kapuk Muara","TPS RW  10","Tipe 4","Kapuk Muara"
2023,"Jakarta Utara",Penjaringan,"Kapuk Muara","TPS Rusun Kapuk Muara","Tipe 4","Rusun Kapuk Muara Jl  SMP 122 RW  09"
2023,"Jakarta Utara",Penjaringan,"Kamal Muara","TPS RW  01 Kel  Kamal Muara","Tipe 4","Jl  Bundaran Kamal  RW  01"
2023,"Jakarta Utara","Tanjung Priok","Tanjung Priok","TPS A9","Tipe 4","Jl  Kp  Bahari RW  013"
2023,"Jakarta Utara","Tanjung Priok",Papanggo,"TPS Solo Bone","Tipe 4","Jl  RE  Marthadinata"
2023,"Jakarta Utara","Tanjung Priok","Sungai Bambu","TPS Kencana","Tipe 4","Jl  Raya Sungai Bambu RW  008"
2023,"Jakarta Utara","Tanjung Priok",Warakas,"TPS Warakas 2","Tipe 4","Warakas 2"
2023,"Jakarta Utara","Tanjung Priok","Kebon Bawang","TPS ARHANUDE","Tipe 4","Jl  ARHANUDE RW  15"
2023,"Jakarta Utara","Tanjung Priok","Kebon Bawang","TPS Lintas","Tipe 4","Jl  Ampera"
2023,"Jakarta Utara","Tanjung Priok","Kebon Bawang","TPS PT  TELKOM","Tipe 4","Jl  Yos Sudarso"
2023,"Jakarta Utara","Tanjung Priok","Sunter Agung","TPS Bulu Ayam","Tipe 4","Jl  Marthadinata RW  01"
2023,"Jakarta Utara","Tanjung Priok","Sunter Agung","TPS RW  08","Tipe 4","Jl  Sunter Agung 20"
2023,"Jakarta Utara","Tanjung Priok","Sunter Agung","TPS RW  010","Tipe 4","Jl  Agung Barat Blok A3"
2023,"Jakarta Utara","Tanjung Priok","Sunter Agung","TPS RW  020","Tipe 4","Jl  Griya Inti Sentosa RW  20"
2023,"Jakarta Utara","Tanjung Priok","Sunter Agung","TPS RW  009","Tipe 4","Jl  Sunter Agung 19 RW  09"
2023,"Jakarta Utara","Tanjung Priok","Sunter Agung","TPS RW  013","Tipe 4","RW  13"
2023,"Jakarta Utara","Tanjung Priok","Sunter Agung","TPS RW  015","Tipe 4","Jl  Danau Sunter Utara RW  15"
2023,"Jakarta Utara","Tanjung Priok","Sunter Agung","TPS RW  018","Tipe 4","Jl  Danau Sunter Utara RW  18"
2023,"Jakarta Utara","Tanjung Priok","Sunter Jaya","TPS BAK Kedongdong","Tipe 4","Jl  Kedondong RW  006"
2023,"Jakarta Utara","Tanjung Priok","Sunter Jaya","TPS BAK Sosro","Tipe 4","Jl  Sunter Kemayoran RW  09"
2023,"Jakarta Utara","Tanjung Priok","Sunter Jaya","TPS BAK HONDA","Tipe 4","Jl  Sunter Kemayoran RW  09"
2023,"Jakarta Utara","Tanjung Priok","Sunter Jaya","TPS BAK SMR","Tipe 4","Jl  Mitra Sunter RW  11"
2023,"Kepulauan Seribu","Pulau Seribu Selatan","Pulau Pari","TPS Pulau Pari","Tipe 4","Pulau Pari"
2023,"Kepulauan Seribu","Pulau Seribu Selatan","Pulau Untung Jawa","TPS Pulau Untung Jawa","Tipe 4","Pulau Untung Jawa"
2023,"Kepulauan Seribu","Pulau Seribu Selatan","Pulau Tidung","TPS Pulau Payung","Tipe 4","Pulau Payung"
2023,"Kepulauan Seribu","Pulau Seribu Selatan","Pulau Lancang","TPS Pulau Lancang","Tipe 4","Pulau Lancang"
2023,"Kepulauan Seribu","Pulau Seribu Utara","Pulau Harapan","TPS Pulau Kelapa","Tipe 4","Pulau Kelapa"
2023,"Kepulauan Seribu","Pulau Seribu Utara","Pulau Harapan","TPS Pulau Kelapa Dua","Tipe 4","Pulau Kelapa Dua"
2023,"Kepulauan Seribu","Pulau Seribu Utara","Pulau Panggang","TPS Pulau Panggang","Tipe 4","Pulau Panggang"
2023,"Kepulauan Seribu","Pulau Seribu Utara","Pulau Sebira","TPS Pulau Sebira","Tipe 4","Pulau Sebira"
2023,"Kepulauan Seribu","Pulau Seribu Utara","Pulau Panggang","TPS Pulau Pramuka","Tipe 4","Pulau Pramuka"
2023,"Jakarta Utara",Cilincing,Cilincing,"TPS LINTAS Cilincing","Tipe 4","Jl  Raya Cilincing"
2023,"Jakarta Utara",Cilincing,Sukapura,"TPS RW  01 Sukapura","Tipe 4","Jl Kompi jenggot Rw 01"
2023,"Jakarta Utara",Cilincing,Sukapura,"TPS RW  02 Sukapura","Tipe 4","Jl  Tipar Cakung Rw 02 Sukapura"
2023,"Jakarta Utara",Cilincing,Sukapura,"TPS RW  03 Sukapura","Tipe 4","Jl  Tipar Cakung Rw 03 Sukapura"
2023,"Jakarta Utara",Cilincing,Sukapura,"TPS Bak RT  03 03 Sukapura","Tipe 4","Gg  Salon RT  003 03"
2023,"Jakarta Utara",Cilincing,Sukapura,"TPS RW  05 Sukapura","Tipe 4","Bak Beton"
2023,"Jakarta Utara",Cilincing,Sukapura,"TPS LINTS RW  08 Sukapura","Tipe 4","Lintas RW  08"
2023,"Jakarta Utara",Cilincing,Sukapura,"TPS RW  10 Sukapura","Tipe 4","Bak Beton"
2023,"Jakarta Utara",Cilincing,Sukapura,"TPS RW  07 Sukapura","Tipe 4","Bak Beton"
2023,"Jakarta Utara",Cilincing,Sukapura,"Lintas Rw 11 Sukapura","Tipe 4","Jl  Royal Orchard Raya Rw 11"
2023,"Jakarta Utara","Kelapa Gading","Pegangsaan Dua","TPS Kompi Udin","Tipe 4","Jl  Kompi Udin"
2023,"Jakarta Utara","Kelapa Gading","Pegangsaan  Dua","TPS RW  016","Tipe 4","Jl  Boulevard Timur Ujung"
2023,"Jakarta Utara","Kelapa Gading","Pegangsaan Dua","TPS RW  019","Tipe 4","Jl  Perumahan Taman"
2023,"Jakarta Utara","Kelapa Gading","Pegangsaan Dua","TPS RW  022","Tipe 4","Jl  Raya Pegangsaan Dua"
2023,"Jakarta Utara","Kelapa Gading","Pegangsaan Dua","TPS RW  003","Tipe 4","Jl  Rawa Indah"
2023,"Jakarta Utara","Kelapa Gading","Pegangsaan Dua","TPS RW  002","Tipe 4","Jl  Boulevard  Timur"
2023,"Jakarta Utara","Kelapa Gading","Pegangsaan Dua","TPS RW  012","Tipe 4","Jl  Kelapa Lilin Timur RW  012"
2023,"Jakarta Utara","Kelapa Gading","Pegangsaan Dua","TPS RW  014","Tipe 4","Jl  Nias 3"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Timur","TPS RW  001","Tipe 4","Jl  Pelepah Raya"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Timur","TPS RW  002","Tipe 4","Jl  Gading Putih Raya RW  002"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Timur","TPS RW  003","Tipe 4","Jl  Perumahan Komplek Bermis"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Timur","TPS Perintis Kemerdekaan","Tipe 4","Jl  Perinitis Kemerdekaan RW  004"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Timur","TPS RW  007","Tipe 4","Jl  Mangket RW  007"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Timur","TPS RW  009","Tipe 4","Jl  Kelapa Cengkir Raya"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Timur","TPS RW  010","Tipe 4","Jl  Jingga"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Timur","TPS RW  013","Tipe 4","Jl  Elok Utara"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Timur","TPS RW  015","Tipe 4","Jl  Pelepah Raya"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Timur","TPS RW  016","Tipe 4","Jl  Janur Kuning"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Timur","TPS RW  017","Tipe 4","Jl  Kelapa Gading Permai"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Timur","TPS RW  018","Tipe 4","Jl  Boulevard Raya"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Timur","TPS RW  012","Tipe 4","Jl  Gading Elok Barat 3"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Timur","TPS RW  019","Tipe 4","Jl  Puyuh Raya"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Timur","TPS Pasar Inpres","Tipe 4","Jl  Pasar Inpres RW  006"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Timur","TPS Pasar Mandiri","Tipe 4","Jl  Gading Putih Raya"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Barat","TPS RW  006","Tipe 4","Jl  Janur Elok II"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Barat","TPS RW  007","Tipe 4","Jl  Raya Bukit Gading Villa"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Barat","TPS RW  004","Tipe 4","Jl  Inspeksi Kali Sunter RW  004"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Barat","TPS RW  022","Tipe 4","Jl  Inspeksi Kali Sunter RW  022"
2023,"Jakarta Utara",Koja,Koja,"TPS Liar","Tipe 4","Jl  Jampea Jembatan Pocis"
2023,"Jakarta Utara",Koja,Koja,"TPS Deli RW  09","Tipe 4","Jl  Deli"
2023,"Jakarta Utara",Koja,Koja,"TPS Liar jln sulawesi","Tipe 4","Jl  Mambo"
2023,"Jakarta Pusat",Menteng,Cikini,"TPS SMP Negeri 1","Tipe 4","Jl  Cikini Raya"
2023,"Jakarta Pusat",Menteng,Menteng,"TPS RW  10 Menteng Tenggulun","Tipe 4","Jl  Menteng Tenggulun RT 008   RW 010"
2023,"Jakarta Pusat",Menteng,Pegangsaan,"TPS Kimia","Tipe 4","Jl  Letjend Suprapto"
2023,"Jakarta Pusat",Menteng,Cikini,"TPS Cut Mutia","Tipe 4","Jl  Cut Mutia"
2023,"Jakarta Pusat",Menteng,Menteng,"TPS Latuharhary","Tipe 4","Jl  Latuharhary"
2023,"Jakarta Pusat",Menteng,Menteng,"TPS Anyer","Tipe 4","Jl  Anyer 15"
2023,"Jakarta Pusat",Menteng,Menteng,"TPS Blora","Tipe 4","Jl  Blora"
2023,"Jakarta Pusat","Sawah Besar",Kartini,"TPS Kartini Tengah","Tipe 4","Jl  Kartini Raya"
2023,"Jakarta Pusat","Sawah Besar",Kartini,"TPS Kartini Ujung","Tipe 4","Jl  Kartini Raya"
2023,"Jakarta Pusat","Sawah Besar","Mangga Dua Selatan","TPS Pangeran Jayakarta Dalam","Tipe 4","Jl  Pangeran Jayakarta Dalam"
2023,"Jakarta Pusat","Sawah Besar","Mangga Dua Selatan","TPS Mangga Dua Selatan RW  06","Tipe 4","Jl  Gatep"
2023,"Jakarta Pusat","Sawah Besar","Karang Anyar","TPS Karang Anyar","Tipe 4","Jl  Karang Anyar Raya"
2023,"Jakarta Pusat","Sawah Besar","Mangga Dua Selatan","Mangga Besar 13  Djinggo","Tipe 4","Jl  Mangga Besar 13"
2023,"Jakarta Pusat","Sawah Besar","Pasar Baru","TPS Djuanda","Tipe 4","Jl  Pintu Air II"
2023,"Jakarta Pusat","Sawah Besar","Mangga Dua Selatan","TPS Mangga Dua Dalam","Tipe 4","Jl  Mangga Dua Dalam"
2023,"Jakarta Pusat",Senen,Kenari,"TPS Komplek Salemba","Tipe 4","Jl  Salemba Raya"
2023,"Jakarta Pusat",Senen,Kenari,"TPS Kenari 2","Tipe 4","Kenari 2"
2023,"Jakarta Pusat",Senen,Keramat,"Keramat Sentiong","Tipe 4","Jl  Keramat Sentiong"
2023,"Jakarta Pusat",Senen,Keramat,"TPS Sedap Malam","Tipe 4","Jl  Sedap Malam"
2023,"Jakarta Pusat",Senen,Kwitang,"TPS RW  07 Kwitang","Tipe 4","Jl  Kwitang 2"
2023,"Jakarta Pusat",Senen,Kwitang,"TPS Gunung Agung","Tipe 4","Gunung Agung"
2023,"Jakarta Pusat",Senen,Paseban,"TPS Salemba Tengah","Tipe 4","Jl  Salemba Tengah"
2023,"Jakarta Pusat",Senen,Senen,"TPS RW  04 Senen","Tipe 4","Stasiun Senen"
2023,"Jakarta Pusat",Senen,Kwitang,"TPS Pasar Kwitang","Tipe 4","Jl  Kwitang 1"
2023,"Jakarta Pusat",Senen,Senen,"TPS Pasar Senen Blok 3 amp 6","Tipe 4","Jl  Senen Raya"
2023,"Jakarta Pusat",Senen,Bungur,"TPS Stasiun Senen","Tipe 4","Jl  Bungur Besar Raya"
2023,"Jakarta Pusat","Tanah Abang","Bendungan Hilir","TPS Rusun Benhil II","Tipe 4","Jl  Lan 2 Pejompongan"
2023,"Jakarta Pusat","Tanah Abang","Bendungan Hilir","TPS Rusun Benhil I","Tipe 4","Jl  Penjernihan I"
2023,"Jakarta Pusat","Tanah Abang",Gelora,"TPS Pasar Palmerah","Tipe 4","Jl  Palmerah Selatan"
2023,"Jakarta Pusat","Tanah Abang",Gelora,"TPS Pasar UKM Lokbin Palmerah","Tipe 4","Jl  Palmerah Barat RT RW  01 02"
2023,"Jakarta Pusat","Tanah Abang","Kampung Bali","TPS Stasiun Tanah Abang","Tipe 4","Jl  Jati Baru"
2023,"Jakarta Pusat","Tanah Abang","Karet Tengsin","TPS Rusun Karteng","Tipe 4","Jl  Karet Pasar Baru Barat I RW  07"
2023,"Jakarta Pusat","Tanah Abang","Kebon Kacang","TPS RSTA RW  10","Tipe 4","Jl  KH  Mas Mansyur"
2023,"Jakarta Pusat","Tanah Abang","Kebon Melati","TPS Pasar Lontar","Tipe 4","Jl  Sabeni Raya"
2023,"Jakarta Pusat","Tanah Abang",Petamburan,"TPS Rusun Petamburan","Tipe 4","Jl  Petamburan V Rw 11"
2023,"Jakarta Pusat","Tanah Abang","Bendungan Hilir","TPS PAM","Tipe 4","Jl  Pam Baru Raya"
2023,"Jakarta Pusat","Tanah Abang","Kebon Melati","TPS PLN","Tipe 4","Jl  Awaludin IV RT RW 03 17"
2023,"Jakarta Pusat","Tanah Abang",Petamburan,"TPS RW  01 Petamburan","Tipe 4","Jl  Jati Pinggir RW  01"
2023,"Jakarta Pusat","Tanah Abang",Petamburan,"TPS RW  04 Petamburan","Tipe 4","Jl  Jati Pinggir RW  04"
2023,"Jakarta Pusat","Tanah Abang","Bendungan Hilir","TPS RW  07 Bendungan Hilir","Tipe 4","Jl  Administrasi Negara I"
2023,"Jakarta Pusat","Tanah Abang",Gelora,"TPS Palmerah Selatan","Tipe 4","Jl  Palmerah Selatan"
2023,"Jakarta Pusat","Tanah Abang",Gelora,"TPS RW  02 Gelora","Tipe 4","Jl  Gelora 9 Rw 02"
2023,"Jakarta Pusat","Tanah Abang","Kampung Bali","TPS Kampung Bali 25","Tipe 4","Jl  Kampung Bali XXV"
2023,"Jakarta Pusat","Tanah Abang","Kampung Bali","TPS Taman Kebon Sirih 1","Tipe 4","Jl  Taman Kebon Sirih 1"
2023,"Jakarta Pusat","Tanah Abang","Kampung Bali","TPS Kebon Jati","Tipe 4","Jl  Kebon Jati"
2023,"Jakarta Pusat","Tanah Abang","Karet Tengsin","TPS Abdul Jalil","Tipe 4","Jl  Abdul Jalil"
2023,"Jakarta Pusat","Tanah Abang","Karet Tengsin","TPS Karet Bivak","Tipe 4","Jl  KH  Mas Mansyur"
2023,"Jakarta Pusat","Tanah Abang","Kebon Kacang","TPS Kebon Kacang 9","Tipe 4","Jl  Kebon Kacang 9 Rw  03"
2023,"Jakarta Pusat","Tanah Abang","Kebon Kacang","TPS Kebon Kacang 8","Tipe 4","Jl  Kebon Kacang 8 Rw  02"
2023,"Jakarta Pusat","Tanah Abang","Kebon Melati","TPS Talang Betutu","Tipe 4","Jl  Talang Betutu"
2023,"Jakarta Selatan",Cilandak,"Perbatasan Kel  Cilandak Barat dan Kel  Lebak Bulus","TPS Balong","Tipe 4","Jl  Gunung Balong Kel  Lebak Bulus"
2023,"Jakarta Selatan",Cilandak,"Cilandak Barat","TPS Antasari","Tipe 4","Jl  Antasari Raya Kel  Cilandak Barat"
2023,"Jakarta Selatan",Cilandak,"Pondok Labu","TPS Jl  Bango","Tipe 4","Jl  Pinang Kalijati No  53  RT  11 RW  9  Pd  Labu  Kec  Cilandak"
2023,"Jakarta Selatan",Jagakarsa,"Srengseng Sawah","TPS Setu Babakan","Tipe 4","RW  08 Setu Babakan Kelurahan Srengseng Sawah"
2023,"Jakarta Selatan",Jagakarsa,"Srengseng Sawah","TPS LPS Batu","Tipe 4","Jl  Batu Kelurahan Srengseng Sawah"
2023,"Jakarta Selatan","Kebayoran Baru",Petogogan,"TPS Petogogan","Tipe 4","Jl  Pulo Raya V Rw 03 Kel  Petogogan"
2023,"Jakarta Selatan","Kebayoran Baru","Cipete Utara","TPS Damai","Tipe 4","Jl  Damai RAYA RT 12 02  Kel  Cipete Utara"
2023,"Jakarta Selatan","Kebayoran Baru",Senayan,"TPS Polda Metro Jaya","Tipe 4","Jl  Jendral Sudirman KAV  55 Kel  Senayan"
2023,"Jakarta Selatan","Kebayoran Baru",Gunung,"TPS Denpo","Tipe 4","Jl  Denpo V   RW  003  Kel  Gunung"
2023,"Jakarta Selatan","Kebayoran Baru",Senayan,"TPS Door to Door Komplek Menteri Widya Chandra","Tipe 4","Jl  Widya Chandra  Kel  Senayan"
2023,"Jakarta Selatan","Kebayoran Baru",Selong,"TPS Kampus Al Azhar","Tipe 4","Jl  Sisingamangaraja No  2  Kel  Selong"
2023,"Jakarta Selatan","Kebayoran Lama",Cipulir,"TPS Komp  Sekskoal","Tipe 4","TPS Komp  Seskoal Jl  Cileduk Raya"
2023,"Jakarta Selatan","Kebayoran Lama","Grogol Selatan","TPS RW  009 Gs","Tipe 4","TPS RW  009 Jl  Raya Simpruk 9"
2023,"Jakarta Selatan","Kebayoran Lama","Grogol Utara","TPS Komplek TVRI","Tipe 4","TPS Komplek TVRI Jl  Komplek TVRI"
2023,"Jakarta Selatan","Kebayoran Lama","Kebayoran Lama Utara","TPS Kebayoran Lama Belakang RW  01","Tipe 4","Pasar Kebayoran Lama Belakang RW  01 KLU Pinggir Jalan Titik 1 dan Titik 2 Bak Beton Ditengah tengah Pasar"
2023,"Jakarta Selatan","Kebayoran Lama","Kebayoran Lama Selatan","TPS Kostrad","Tipe 4","Jl  Darma Putra"
2023,"Jakarta Selatan","Kebayoran Lama","Kebayoran Lama Selatan","TPS Kodim","Tipe 4","Jl  Cendrawasih I Blok E No  50"
2023,"Jakarta Selatan","Kebayoran Lama","Pondok Pinang","TPS Carrefour Lebak bulus","Tipe 4","Carefour Jl  RA  Kartini"
2023,"Jakarta Selatan","Kebayoran Lama","Pondok Pinang","TPS Komplek PU","Tipe 4","TPS Komplek PU Jl  RA  Kartini No  9  RT  09 10"
