date,kecamatan,city,precipitation_mm,temp_max_c,wind_max_kmh,is_weekend,is_holiday,event_attendance,day_of_week,month_of_year,day_of_month,is_payday,rain_3d,waste_tons,waste_tons_source
2022-06-29,matraman,Jakarta Timur,2.5,31.0,10.9,0,0,0,2,6,29,0,11.9,126.523,calibrated_synthetic_anchored_to_SILIKA_real
2022-06-30,matraman,Jakarta Timur,0.6,31.3,12.3,0,0,0,3,6,30,0,5.5,118.216,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-01,matraman,Jakarta Timur,0.0,31.6,11.2,0,0,0,4,7,1,1,3.1,127.859,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-02,matraman,Jakarta Timur,3.1,31.5,11.1,1,0,0,5,7,2,1,3.7,149.204,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-03,matraman,Jakarta Timur,6.5,30.6,8.7,1,0,0,6,7,3,0,9.6,135.392,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-04,matraman,Jakarta Timur,0.6,31.3,16.1,0,0,0,0,7,4,0,10.2,122.111,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-05,matraman,Jakarta Timur,3.8,32.1,8.0,0,0,0,1,7,5,0,10.9,129.686,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-06,matraman,Jakarta Timur,4.9,30.8,9.2,0,0,0,2,7,6,0,9.3,119.836,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-07,matraman,Jakarta Timur,0.4,31.9,7.5,0,0,0,3,7,7,0,9.1,118.275,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-08,matraman,Jakarta Timur,1.2,31.2,11.6,0,0,0,4,7,8,0,6.5,122.011,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-09,matraman,Jakarta Timur,4.2,30.2,10.6,1,0,0,5,7,9,0,5.8,140.465,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-10,matraman,Jakarta Timur,0.0,32.0,10.8,1,0,0,6,7,10,0,5.4,140.075,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-11,matraman,Jakarta Timur,0.2,32.4,11.2,0,0,0,0,7,11,0,4.4,121.217,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-12,matraman,Jakarta Timur,8.5,31.9,13.8,0,0,0,1,7,12,0,8.7,122.516,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-13,matraman,Jakarta Timur,15.9,29.8,10.0,0,0,0,2,7,13,0,24.6,137.063,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-14,matraman,Jakarta Timur,2.8,30.9,14.0,0,0,0,3,7,14,0,27.2,140.316,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-15,matraman,Jakarta Timur,25.1,31.6,11.9,0,0,0,4,7,15,0,43.8,132.634,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-16,matraman,Jakarta Timur,16.8,29.8,11.8,1,0,0,5,7,16,0,44.7,153.151,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-17,matraman,Jakarta Timur,0.2,30.8,14.1,1,0,0,6,7,17,0,42.1,134.652,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-18,matraman,Jakarta Timur,0.4,31.2,9.4,0,0,0,0,7,18,0,17.4,129.703,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-19,matraman,Jakarta Timur,0.3,32.1,9.6,0,0,0,1,7,19,0,0.9,130.75,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-20,matraman,Jakarta Timur,1.9,31.7,13.4,0,0,0,2,7,20,0,2.6,125.39,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-21,matraman,Jakarta Timur,0.0,32.0,9.0,0,0,0,3,7,21,0,2.2,124.119,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-22,matraman,Jakarta Timur,8.1,31.0,17.2,0,0,0,4,7,22,0,10.0,123.017,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-23,matraman,Jakarta Timur,1.5,30.5,9.4,1,0,0,5,7,23,0,9.6,135.354,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-24,matraman,Jakarta Timur,12.4,31.3,10.9,1,0,0,6,7,24,0,22.0,151.696,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-25,matraman,Jakarta Timur,1.1,30.3,10.2,0,0,0,0,7,25,1,15.0,138.118,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-26,matraman,Jakarta Timur,0.0,32.3,16.1,0,0,0,1,7,26,1,13.5,137.349,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-27,matraman,Jakarta Timur,0.0,32.2,10.2,0,0,0,2,7,27,1,1.1,126.308,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-28,matraman,Jakarta Timur,0.5,32.4,13.7,0,0,0,3,7,28,1,0.5,125.667,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-29,matraman,Jakarta Timur,0.7,31.5,12.2,0,0,0,4,7,29,0,1.2,119.276,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-30,matraman,Jakarta Timur,1.0,31.3,10.3,1,0,0,5,7,30,0,2.2,134.052,calibrated_synthetic_anchored_to_SILIKA_real
2022-07-31,matraman,Jakarta Timur,0.1,32.5,13.2,1,0,0,6,7,31,0,1.8,139.379,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-01,matraman,Jakarta Timur,0.0,33.6,14.2,0,0,0,0,8,1,1,1.1,125.698,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-02,matraman,Jakarta Timur,2.2,32.1,10.4,0,0,0,1,8,2,1,2.3,128.126,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-03,matraman,Jakarta Timur,20.8,31.2,12.2,0,0,0,2,8,3,0,23.0,138.692,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-04,matraman,Jakarta Timur,12.6,30.8,10.9,0,0,0,3,8,4,0,35.6,132.144,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-05,matraman,Jakarta Timur,1.1,29.3,12.1,0,0,0,4,8,5,0,34.5,123.161,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-06,matraman,Jakarta Timur,2.1,31.8,9.7,1,0,0,5,8,6,0,15.8,140.669,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-07,matraman,Jakarta Timur,1.9,32.2,8.2,1,0,0,6,8,7,0,5.1,133.207,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-08,matraman,Jakarta Timur,0.0,33.0,14.4,0,0,0,0,8,8,0,4.0,119.949,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-09,matraman,Jakarta Timur,0.7,32.2,12.0,0,0,0,1,8,9,0,2.6,124.951,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-10,matraman,Jakarta Timur,4.6,32.7,12.3,0,0,0,2,8,10,0,5.3,127.077,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-11,matraman,Jakarta Timur,2.5,33.5,15.3,0,0,0,3,8,11,0,7.8,140.946,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-12,matraman,Jakarta Timur,5.9,31.9,9.3,0,0,0,4,8,12,0,13.0,134.173,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-13,matraman,Jakarta Timur,3.2,32.4,11.3,1,0,0,5,8,13,0,11.6,156.097,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-14,matraman,Jakarta Timur,13.0,32.1,14.0,1,0,0,6,8,14,0,22.1,135.601,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-15,matraman,Jakarta Timur,17.6,31.6,13.9,0,0,0,0,8,15,0,33.8,143.994,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-16,matraman,Jakarta Timur,10.5,31.0,7.9,0,0,0,1,8,16,0,41.1,145.166,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-17,matraman,Jakarta Timur,4.5,31.4,12.0,0,1,0,2,8,17,0,32.6,124.564,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-18,matraman,Jakarta Timur,0.1,33.0,13.4,0,0,0,3,8,18,0,15.1,121.961,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-19,matraman,Jakarta Timur,0.0,33.6,14.8,0,0,0,4,8,19,0,4.6,129.051,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-20,matraman,Jakarta Timur,1.0,33.2,12.6,1,0,0,5,8,20,0,1.1,130.939,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-21,matraman,Jakarta Timur,15.5,31.9,13.8,1,0,0,6,8,21,0,16.5,135.092,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-22,matraman,Jakarta Timur,2.8,31.2,10.9,0,0,0,0,8,22,0,19.3,115.88,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-23,matraman,Jakarta Timur,0.7,32.5,13.4,0,0,0,1,8,23,0,19.0,115.423,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-24,matraman,Jakarta Timur,1.7,32.2,15.3,0,0,0,2,8,24,0,5.2,125.853,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-25,matraman,Jakarta Timur,1.7,32.1,13.4,0,1,0,3,8,25,1,4.1,133.79,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-26,matraman,Jakarta Timur,1.3,32.7,12.2,0,0,0,4,8,26,1,4.7,123.223,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-27,matraman,Jakarta Timur,3.3,32.0,10.1,1,0,0,5,8,27,1,6.3,141.468,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-28,matraman,Jakarta Timur,10.5,30.4,9.8,1,0,0,6,8,28,1,15.1,151.614,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-29,matraman,Jakarta Timur,0.8,31.8,12.6,0,0,0,0,8,29,0,14.6,126.585,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-30,matraman,Jakarta Timur,0.2,31.8,12.4,0,0,0,1,8,30,0,11.5,128.715,calibrated_synthetic_anchored_to_SILIKA_real
2022-08-31,matraman,Jakarta Timur,1.1,30.3,10.0,0,0,0,2,8,31,0,2.1,125.764,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-01,matraman,Jakarta Timur,11.3,32.6,10.6,0,0,0,3,9,1,1,12.6,148.952,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-02,matraman,Jakarta Timur,6.0,32.1,10.9,0,0,0,4,9,2,1,18.4,133.498,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-03,matraman,Jakarta Timur,0.9,32.0,14.3,1,0,0,5,9,3,0,18.2,125.039,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-04,matraman,Jakarta Timur,0.1,33.3,10.4,1,0,0,6,9,4,0,7.0,145.967,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-05,matraman,Jakarta Timur,7.9,32.0,12.2,0,0,0,0,9,5,0,8.9,118.594,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-06,matraman,Jakarta Timur,10.5,30.5,12.5,0,0,0,1,9,6,0,18.5,134.279,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-07,matraman,Jakarta Timur,8.4,30.9,11.4,0,0,0,2,9,7,0,26.8,141.373,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-08,matraman,Jakarta Timur,27.4,26.6,10.7,0,0,0,3,9,8,0,46.3,137.726,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-09,matraman,Jakarta Timur,35.4,30.5,9.1,0,0,0,4,9,9,0,71.2,138.537,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-10,matraman,Jakarta Timur,9.7,30.3,9.0,1,0,0,5,9,10,0,72.5,135.417,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-11,matraman,Jakarta Timur,14.2,31.2,11.3,1,0,0,6,9,11,0,59.3,146.902,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-12,matraman,Jakarta Timur,2.1,30.2,12.2,0,0,0,0,9,12,0,26.0,125.709,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-13,matraman,Jakarta Timur,1.4,31.3,10.0,0,0,0,1,9,13,0,17.7,121.34,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-14,matraman,Jakarta Timur,0.9,31.9,10.8,0,0,0,2,9,14,0,4.4,116.742,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-15,matraman,Jakarta Timur,0.6,32.8,10.8,0,0,0,3,9,15,0,2.9,117.419,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-16,matraman,Jakarta Timur,2.2,33.2,12.2,0,0,0,4,9,16,0,3.7,119.706,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-17,matraman,Jakarta Timur,7.6,33.1,13.5,1,0,0,5,9,17,0,10.4,142.087,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-18,matraman,Jakarta Timur,2.1,32.4,10.8,1,0,0,6,9,18,0,11.9,125.307,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-19,matraman,Jakarta Timur,1.5,31.8,13.8,0,0,0,0,9,19,0,11.2,125.445,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-20,matraman,Jakarta Timur,0.2,31.7,11.9,0,0,0,1,9,20,0,3.8,133.489,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-21,matraman,Jakarta Timur,3.5,32.2,13.2,0,0,0,2,9,21,0,5.2,128.595,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-22,matraman,Jakarta Timur,12.9,32.1,9.2,0,0,0,3,9,22,0,16.6,144.341,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-23,matraman,Jakarta Timur,18.2,31.3,12.4,0,0,0,4,9,23,0,34.6,130.558,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-24,matraman,Jakarta Timur,1.7,32.3,12.4,1,0,0,5,9,24,0,32.8,137.45,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-25,matraman,Jakarta Timur,2.2,32.2,10.2,1,0,0,6,9,25,1,22.1,146.368,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-26,matraman,Jakarta Timur,0.8,33.3,9.3,0,0,0,0,9,26,1,4.7,135.711,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-27,matraman,Jakarta Timur,2.0,33.2,12.7,0,0,0,1,9,27,1,5.0,135.366,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-28,matraman,Jakarta Timur,1.3,32.9,11.5,0,0,0,2,9,28,1,4.1,121.971,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-29,matraman,Jakarta Timur,2.0,32.5,11.4,0,0,0,3,9,29,0,5.3,128.724,calibrated_synthetic_anchored_to_SILIKA_real
2022-09-30,matraman,Jakarta Timur,0.7,32.0,14.2,0,0,0,4,9,30,0,4.0,127.578,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-01,matraman,Jakarta Timur,8.0,32.2,13.7,1,0,0,5,10,1,1,10.7,137.168,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-02,matraman,Jakarta Timur,16.5,29.3,10.3,1,0,0,6,10,2,1,25.2,143.753,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-03,matraman,Jakarta Timur,6.6,31.5,13.0,0,0,0,0,10,3,0,31.1,127.349,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-04,matraman,Jakarta Timur,19.7,32.2,14.1,0,0,0,1,10,4,0,42.8,128.0,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-05,matraman,Jakarta Timur,7.1,30.2,10.6,0,0,0,2,10,5,0,33.4,121.863,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-06,matraman,Jakarta Timur,19.9,31.6,12.2,0,0,0,3,10,6,0,46.7,140.97,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-07,matraman,Jakarta Timur,20.9,30.0,10.4,0,0,0,4,10,7,0,47.9,141.679,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-08,matraman,Jakarta Timur,4.7,31.3,11.4,1,0,0,5,10,8,0,45.5,136.496,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-09,matraman,Jakarta Timur,8.0,31.4,11.2,1,0,0,6,10,9,0,33.6,130.22,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-10,matraman,Jakarta Timur,3.2,29.0,6.9,0,0,0,0,10,10,0,15.9,117.801,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-11,matraman,Jakarta Timur,16.8,30.8,7.9,0,0,0,1,10,11,0,28.0,129.359,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-12,matraman,Jakarta Timur,12.0,31.4,10.8,0,0,0,2,10,12,0,32.0,143.433,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-13,matraman,Jakarta Timur,15.1,31.2,12.6,0,0,0,3,10,13,0,43.9,135.821,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-14,matraman,Jakarta Timur,4.3,30.9,10.0,0,0,0,4,10,14,0,31.4,123.913,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-15,matraman,Jakarta Timur,13.3,31.2,12.1,1,0,0,5,10,15,0,32.7,144.406,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-16,matraman,Jakarta Timur,5.8,30.9,9.0,1,0,0,6,10,16,0,23.4,137.911,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-17,matraman,Jakarta Timur,9.4,31.9,9.4,0,0,0,0,10,17,0,28.5,118.322,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-18,matraman,Jakarta Timur,3.8,30.2,11.2,0,0,0,1,10,18,0,19.0,121.565,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-19,matraman,Jakarta Timur,22.0,29.0,10.9,0,0,0,2,10,19,0,35.2,138.942,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-20,matraman,Jakarta Timur,4.9,30.5,9.1,0,0,0,3,10,20,0,30.7,126.066,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-21,matraman,Jakarta Timur,3.4,30.1,7.9,0,0,0,4,10,21,0,30.3,131.65,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-22,matraman,Jakarta Timur,23.3,31.9,10.6,1,0,0,5,10,22,0,31.6,148.754,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-23,matraman,Jakarta Timur,4.1,31.1,15.6,1,0,0,6,10,23,0,30.8,128.245,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-24,matraman,Jakarta Timur,4.9,31.5,17.4,0,0,0,0,10,24,0,32.3,105.428,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-25,matraman,Jakarta Timur,22.8,31.0,16.8,0,0,0,1,10,25,1,31.8,140.96,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-26,matraman,Jakarta Timur,15.6,30.2,15.7,0,0,0,2,10,26,1,43.3,132.426,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-27,matraman,Jakarta Timur,1.2,31.7,10.2,0,0,0,3,10,27,1,39.6,132.898,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-28,matraman,Jakarta Timur,2.7,32.0,10.2,0,0,0,4,10,28,1,19.5,140.295,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-29,matraman,Jakarta Timur,2.1,32.2,10.0,1,0,0,5,10,29,0,6.0,126.622,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-30,matraman,Jakarta Timur,2.1,32.0,13.0,1,0,0,6,10,30,0,6.9,137.694,calibrated_synthetic_anchored_to_SILIKA_real
2022-10-31,matraman,Jakarta Timur,3.9,30.9,11.5,0,0,0,0,10,31,0,8.1,130.137,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-01,matraman,Jakarta Timur,1.8,31.8,11.3,0,0,0,1,11,1,1,7.8,131.842,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-02,matraman,Jakarta Timur,1.8,32.6,12.3,0,0,0,2,11,2,1,7.5,131.728,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-03,matraman,Jakarta Timur,5.4,31.8,9.4,0,0,0,3,11,3,0,9.0,112.317,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-04,matraman,Jakarta Timur,10.9,32.9,13.0,0,0,0,4,11,4,0,18.1,135.018,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-05,matraman,Jakarta Timur,9.2,31.7,11.2,1,0,0,5,11,5,0,25.5,133.275,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-06,matraman,Jakarta Timur,8.0,29.7,9.0,1,0,0,6,11,6,0,28.1,140.522,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-07,matraman,Jakarta Timur,33.3,30.2,8.6,0,0,0,0,11,7,0,50.5,151.663,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-08,matraman,Jakarta Timur,26.3,29.5,11.9,0,0,0,1,11,8,0,67.6,131.198,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-09,matraman,Jakarta Timur,14.5,30.7,11.4,0,0,0,2,11,9,0,74.1,122.395,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-10,matraman,Jakarta Timur,6.4,30.2,17.4,0,0,0,3,11,10,0,47.2,115.067,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-11,matraman,Jakarta Timur,0.5,31.9,14.2,0,0,0,4,11,11,0,21.4,133.723,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-12,matraman,Jakarta Timur,29.9,31.9,16.4,1,0,0,5,11,12,0,36.8,142.773,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-13,matraman,Jakarta Timur,9.2,30.9,10.1,1,0,0,6,11,13,0,39.6,124.053,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-14,matraman,Jakarta Timur,1.9,31.5,8.3,0,0,0,0,11,14,0,41.0,116.663,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-15,matraman,Jakarta Timur,11.2,30.1,12.0,0,0,0,1,11,15,0,22.3,136.174,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-16,matraman,Jakarta Timur,7.8,29.8,10.9,0,0,0,2,11,16,0,20.9,125.399,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-17,matraman,Jakarta Timur,27.2,29.4,13.1,0,0,0,3,11,17,0,46.2,146.238,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-18,matraman,Jakarta Timur,10.0,31.0,18.3,0,0,0,4,11,18,0,45.0,134.082,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-19,matraman,Jakarta Timur,2.7,30.2,17.6,1,0,0,5,11,19,0,39.9,135.978,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-20,matraman,Jakarta Timur,0.0,31.7,22.0,1,0,0,6,11,20,0,12.7,133.101,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-21,matraman,Jakarta Timur,2.4,32.3,15.7,0,0,0,0,11,21,0,5.1,129.868,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-22,matraman,Jakarta Timur,0.5,31.9,19.8,0,0,0,1,11,22,0,2.9,136.128,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-23,matraman,Jakarta Timur,4.3,31.8,11.2,0,0,0,2,11,23,0,7.2,130.692,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-24,matraman,Jakarta Timur,4.6,31.4,15.4,0,0,0,3,11,24,0,9.4,137.579,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-25,matraman,Jakarta Timur,3.2,31.4,9.7,0,0,0,4,11,25,1,12.1,133.211,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-26,matraman,Jakarta Timur,0.3,31.1,7.8,1,0,0,5,11,26,1,8.1,127.836,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-27,matraman,Jakarta Timur,34.8,30.7,9.3,1,0,0,6,11,27,1,38.3,151.947,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-28,matraman,Jakarta Timur,2.3,31.1,8.5,0,0,0,0,11,28,1,37.4,135.098,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-29,matraman,Jakarta Timur,7.6,33.0,11.3,0,0,0,1,11,29,0,44.7,123.186,calibrated_synthetic_anchored_to_SILIKA_real
2022-11-30,matraman,Jakarta Timur,2.3,30.8,8.5,0,0,0,2,11,30,0,12.2,124.696,calibrated_synthetic_anchored_to_SILIKA_real
2022-12-01,matraman,Jakarta Timur,3.1,31.6,9.0,0,0,0,3,12,1,1,13.0,129.706,calibrated_synthetic_anchored_to_SILIKA_real
2022-12-02,matraman,Jakarta Timur,8.9,30.5,11.7,0,0,0,4,12,2,1,14.3,145.187,calibrated_synthetic_anchored_to_SILIKA_real
2022-12-03,matraman,Jakarta Timur,8.4,32.0,10.0,1,0,0,5,12,3,0,20.4,150.029,calibrated_synthetic_anchored_to_SILIKA_real
2022-12-04,matraman,Jakarta Timur,20.0,31.4,11.8,1,0,0,6,12,4,0,37.3,147.664,calibrated_synthetic_anchored_to_SILIKA_real
2022-12-05,matraman,Jakarta Timur,8.6,30.9,10.6,0,0,0,0,12,5,0,37.0,128.469,calibrated_synthetic_anchored_to_SILIKA_real
2022-12-06,matraman,Jakarta Timur,8.7,29.4,8.0,0,0,0,1,12,6,0,37.3,138.441,calibrated_synthetic_anchored_to_SILIKA_real
2022-12-07,matraman,Jakarta Timur,11.5,29.8,10.4,0,0,0,2,12,7,0,28.8,147.815,calibrated_synthetic_anchored_to_SILIKA_real
2022-12-08,matraman,Jakarta Timur,21.3,32.6,13.0,0,0,0,3,12,8,0,41.5,129.3,calibrated_synthetic_anchored_to_SILIKA_real
2022-12-09,matraman,Jakarta Timur,12.8,30.2,9.9,0,0,0,4,12,9,0,45.6,145.137,calibrated_synthetic_anchored_to_SILIKA_real
2022-12-10,matraman,Jakarta Timur,0.6,31.9,14.1,1,0,0,5,12,10,0,34.7,142.482,calibrated_synthetic_anchored_to_SILIKA_real
2022-12-11,matraman,Jakarta Timur,1.3,31.0,14.8,1,0,0,6,12,11,0,14.7,140.3,calibrated_synthetic_anchored_to_SILIKA_real
2022-12-12,matraman,Jakarta Timur,23.5,32.1,11.0,0,0,0,0,12,12,0,25.4,134.276,calibrated_synthetic_anchored_to_SILIKA_real
2022-12-13,matraman,Jakarta Timur,2.0,32.3,16.0,0,0,0,1,12,13,0,26.8,124.468,calibrated_synthetic_anchored_to_SILIKA_real
2022-12-14,matraman,Jakarta Timur,0.8,31.1,19.6,0,0,0,2,12,14,0,26.3,111.267,calibrated_synthetic_anchored_to_SILIKA_real
2022-12-15,matraman,Jakarta Timur,10.3,32.4,14.4,0,0,0,3,12,15,0,13.1,135.779,calibrated_synthetic_anchored_to_SILIKA_real
2022-12-16,matraman,Jakarta Timur,9.4,31.0,11.4,0,0,0,4,12,16,0,20.5,117.728,calibrated_synthetic_anchored_to_SILIKA_real
2022-12-17,matraman,Jakarta Timur,2.0,32.1,9.8,1,0,0,5,12,17,0,21.7,135.307,calibrated_synthetic_anchored_to_SILIKA_real
2022-12-18,matraman,Jakarta Timur,4.4,32.2,11.5,1,0,0,6,12,18,0,15.8,141.843,calibrated_synthetic_anchored_to_SILIKA_real
2022-12-19,matraman,Jakarta Timur,2.4,31.7,10.7,0,0,0,0,12,19,0,8.8,122.56,calibrated_synthetic_anchored_to_SILIKA_real
2022-12-20,matraman,Jakarta Timur,18.2,30.3,12.2,0,0,0,1,12,20,0,25.0,149.989,calibrated_synthetic_anchored_to_SILIKA_real
2022-12-21,matraman,Jakarta Timur,3.5,31.4,16.1,0,0,0,2,12,21,0,24.1,143.283,calibrated_synthetic_anchored_to_SILIKA_real
2022-12-22,matraman,Jakarta Timur,8.5,30.8,18.2,0,0,0,3,12,22,0,30.2,131.486,calibrated_synthetic_anchored_to_SILIKA_real
2022-12-23,matraman,Jakarta Timur,3.9,30.5,18.2,0,0,0,4,12,23,0,15.9,133.955,calibrated_synthetic_anchored_to_SILIKA_real
